0,0
3.1554e-30,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
1,0
1.1,0
1.2,0
1.3,0
1.4,0
1.5,0
1.6,0
1.7,0
1.8,0
1.9,0
2,0
2.1,0
2.2,0
2.3,0
2.4,0
2.5,0
2.6,0
2.7,0
2.8,0
2.9,0
3,0
3.1,0
3.2,0
3.3,0
3.4,0
3.5,0
3.6,0
3.7,0
3.8,0
3.9,0
4,0
4.1,0
4.2,0
4.3,0
4.4,0
4.5,0
4.6,0
4.7,0
4.8,0
4.9,0
5,0
5.1,0
5.2,0
5.3,0
5.4,0
5.5,0
5.6,0
5.7,0
5.8,0
5.9,0
6,0
6.1,0
6.2,0
6.3,0
6.4,0
6.5,0
6.6,0
6.7,0
6.8,0
6.9,0
7,0
7.1,0
7.2,0
7.3,0
7.4,0
7.5,0
7.6,0
7.7,0
7.8,0
7.9,0
8,0
8.1,0
8.2,0
8.3,0
8.4,0
8.5,0
8.6,0
8.7,0
8.8,0
8.9,0
9,0
9.1,0
9.2,0
9.3,0
9.4,0
9.5,0
9.6,0
9.7,0
9.8,0
9.9,0
10,0
10.1,0
10.2,0
10.3,0
10.4,0
10.5,0
10.6,0
10.7,0
10.8,0
10.9,0
11,0
11,8.7502e-20
11,2.7697e-11
11,4.2119e-10
11,2.5037e-09
11,8.3182e-09
11.001,4.5412e-08
11.001,5.118e-07
11.001,3.0543e-06
11.002,1.1414e-05
11.002,3.2207e-05
11.003,7.5283e-05
11.003,0.00015382
11.004,0.0003429
11.004,0.00079605
11.005,0.0015994
11.006,0.0034454
11.007,0.0079672
11.009,0.020245
11.012,0.055293
11.015,0.14744
11.018,0.31204
11.021,0.56743
11.025,0.92642
11.028,1.395
11.031,1.972
11.035,2.649
11.038,3.4113
11.041,4.239
11.045,5.3307
11.05,6.4382
11.055,7.8052
11.062,9.3169
11.068,10.448
11.075,11.127
11.081,11.341
11.086,11.278
11.092,10.989
11.097,10.532
11.103,9.9687
11.109,9.3562
11.114,8.7427
11.12,8.1661
11.125,7.6539
11.131,7.2236
11.138,6.8053
11.147,6.5052
11.155,6.4203
11.164,6.5256
11.173,6.7869
11.182,7.1628
11.19,7.6079
11.199,8.076
11.208,8.5251
11.217,8.9214
11.227,9.3033
11.241,9.6245
11.253,9.7533
11.264,9.8004
11.276,9.8111
11.287,9.8265
11.299,9.8765
11.313,10.013
11.333,10.328
11.354,10.743
11.374,11.188
11.394,11.605
11.414,11.969
11.444,12.437
11.473,12.892
11.5,13.338
11.527,13.826
11.566,14.583
11.606,15.34
11.645,16.085
11.71,17.334
11.775,18.638
11.864,20.501
11.964,22.666
12,23.466
12,23.472
12,23.482
12.001,23.504
12.001,23.565
12.002,23.668
12.002,23.819
12.003,24.023
12.003,24.282
12.004,24.74
12.004,25.537
12.005,26.839
12.007,28.962
12.008,32.677
12.011,39.883
12.013,49.524
12.016,61.839
12.019,77.039
12.021,95.282
12.024,121.43
12.027,152.09
12.03,187.06
12.033,225.89
12.037,279.71
12.041,337.2
12.045,396.53
12.049,470.15
12.054,539.8
12.06,616.44
12.068,688.52
12.074,725.29
12.08,741.62
12.086,739.46
12.092,722.22
12.099,694.06
12.105,659.28
12.111,621.83
12.117,585.03
12.123,551.39
12.129,522.65
12.135,499.87
12.143,479.74
12.152,470.52
12.16,471.36
12.168,480.87
12.176,497.27
12.184,518.49
12.192,542.38
12.2,566.86
12.208,590.07
12.218,614.94
12.23,637.62
