1,629.08
2,764.46
3,744.02
4,762.2
5,791.62
6,1080
7,1173.4
8,1264.1
9,1487.3
10,1540.9
11,1722.2
12,1757.6
13,1841.6
14,1857.4
15,1859.4
16,1881.1
17,1889
18,1802.5
19,1829.3
20,1877.2
21,1935.8
22,1942.5
23,1953.5
24,1966.7
25,1964.9
26,1803.3
27,1961.4
28,1956.6
29,1913.8
30,1776.7
31,1867.5
32,1926.6
33,1857.7
34,1840.2
35,1914.3
36,1851.8
37,1827
38,1615.4
39,1650
40,1754.9
41,1919.6
42,1940.5
43,1825.7
44,1732.7
45,1737.8
46,1742.1
47,1709.6
48,1590.3
49,1727.4
50,708.86
51,812.08
52,725.77
53,1001.6
54,1167.2
55,684.38
56,597.63
57,661.31
58,692.62
59,641
60,674.2
61,640.13
62,539.38
63,683.06
64,650.1
65,668.95
66,668.43
67,1731.5
68,1217.3
69,1246.6
70,1284.3
71,1397.7
72,1396.3
73,923.09
74,963.29
75,1548.1
76,1768.1
77,1800.3
78,1854.6
79,1895.8
80,1885.5
81,2004.4
82,1962.7
83,2032.5
84,2125.1
85,2159.9
86,2171.5
87,2154.8
88,2173.5
89,2153.6
90,2016.9
91,2098.2
92,1919.6
93,1932.1
94,2005
95,1939.4
96,1967.9
97,1961.9
98,2054
99,2089.3
100,1856.9
101,1878.2
102,1979.4
103,1949.7
104,1536
105,1508.6
106,1544.2
107,1435.5
108,1569.4
109,1446.3
110,1554.8
111,1678.8
112,1792.9
113,1809.9
114,1796.6
115,1536.3
116,1898.3
117,1903.3
118,1923.6
119,1542.7
120,628.89
121,688.08
122,614.89
123,633.93
124,699.1
125,653.28
126,1344.4
127,1222.5
128,1247.8
129,1302.9
130,1684.2
131,1805.5
132,1777.8
133,1780.4
134,1774.7
135,1885.1
136,2075.6
137,2144.2
138,2080.3
139,2110.7
140,2128
141,2089.3
142,2106.3
143,2112
144,2103.9
145,2152.5
146,2119.9
147,2069.7
148,1760.1
149,1901.4
150,1942.2
